id_artist,name_artist,popularity_artist,tracks_info,running_date
5BgjOneuxwsgQMkd7IXIoQ,Waitos,3,"[['7vKaefuMr8dE2yumEL8VBc', 'Palala', 15, '2024-01-07'], ['3auWyag0DmCwu5uCUI9ORl', 'Emprisonné', 3, '2025-08-29'], ['2Z8HIncYxTTmEuI8ugBsoE', 'Batterie faible', 1, '2025-05-23'], ['5P7cn4gTzxX6Bhfw0eRECY', 'Tout Cramer', 1, '2024-12-25'], ['3M96ksMLsZyAMh9dHIKlNJ', 'Ghost', 1, '2024-06-05'], ['3x2YMNWihW2klhnwnV9aY9', 'Pas Désolé', 0, '2024-08-05'], ['2pfUZ8ri0W5VUITsLYyyg6', 'Tana', 0, '2024-10-10'], ['1EwBHF0CQZ4BvUzdjoJJTS', 'Dans le Bon', 0, '2025-04-25'], ['3rUwfsO3mqvS7TnmtLGswc', 'Score', 0, '2025-01-24'], ['1au2hiYYsjvfpidS4MB2FR', 'Addiction', 0, '2024-03-01']]",14-11-2025
0z2QBpoVY54PI0DzPEUgDK,Kech,0,"[['0AaXNeuwlLBkRrymtuW2cV', ""J'écoute pas"", 1, '2024-08-02'], ['0NF6a95ofmgJrySF78X4sc', 'CVV', 0, '2025-07-11']]",14-11-2025
5bpO0XTVIGNUnClzfHHQUz,Baby Neelou,36,"[['33x4tpd7bt3Pbcl2N6uOOx', 'Distingué', 37, '2025-09-10'], ['2HlywgKkQXaSrtlybKhxck', 'Copernic', 35, '2024-05-03'], ['0w4PLTB1Z4gFsiRnTSVpze', 'SHAUN WHITE', 36, '2025-06-06'], ['0oZPQgp9p2a6y62EO1LJQV', 'Debout sur les affaires', 34, '2024-05-03'], ['4rSnkWJ51KlebDKuKnVDgV', 'Hustler Season', 30, '2024-05-03'], ['1c3NkW79PecODpAwE7RYAt', 'ROCKY & NAST', 30, '2025-06-06'], ['5oBdDWpDM4hB0MfqIpLk8z', 'Poursuite of happiness', 29, '2024-05-03'], ['1VaXXhh5bcCHYrr2hmZ2mC', 'Phinéas & Ferb', 29, '2023-01-20'], ['3gmHHm313SraB1CGrJHE1F', 'Top50', 28, '2025-08-08'], ['4lkQTVWoFXAhVzzJd9MiKR', 'Cocotte', 28, '2025-08-08']]",14-11-2025
6OpHYcuQqOouW8AEwGc7SL,BabySolo33,30,"[['2Dzn3csOx5B0M8BOiXmHIP', 'Ta Shawty', 31, '2022-02-11'], ['4RRsiY0EVWk28lYwhis4Ed', 'xoxo', 30, '2024-03-14'], ['5d4NBY9f2wJmo0WkX4hv4S', 'Balayette', 29, '2021-09-02'], ['1bo78IhMqJ3XTlmV0efr37', 'Leçon2Princess', 29, '2022-11-18'], ['2oLstVHGURQxU5Js6RaPnn', 'Giulietta', 26, '2025-06-06'], ['7jBljSDPOyRP4orHaJ0FPN', 'TBT2K19', 25, '2023-05-12'], ['625f5zH61BYNQeICaO4FoI', 'FDP', 25, '2021-07-30'], ['55z4cfsL5x7G2tjZdO3J2u', 'Tous les garçons', 22, '2025-06-06'], ['4eRsOyNUcAwdAEjdM4ATyQ', 'Dress2Impress', 21, '2025-06-06'], ['35eCvb6JdlEK55Apq1XXxe', 'Cinderella : Chapitre I', 18, '2025-06-06']]",14-11-2025
6hMQQUxaLq1PudsWmTJ1rS,Floki,25,"[['00gzgZruaMM4zAOtKI0FLf', 'Tears In My Cup', 26, '2025-05-23'], ['39YY4ZzWu0uZ7Wquevf9OO', 'Memento', 25, '2025-02-14'], ['1pWj6vWvhOGW7IXvuKzYow', 'Tant de Temps', 24, '2025-09-24'], ['4xh5bJmrJ0SDcH1NglH3OK', ""Bon qu'à ça"", 24, '2025-10-31'], ['2yGrYb9YuGnLXmNY3HgMGF', 'Papier', 22, '2025-04-18'], ['54pptNIix5ko7DtOWD6ySW', 'Looney Tunes', 21, '2022-11-04'], ['3aniK5x5ucE3juGfjpBaIC', 'Subutex', 20, '2025-04-04'], ['1PgTOcphwm2dP72mjzEKeq', 'Nes', 17, '2021-12-10'], ['5rFwSliVUc9x6bSljfr4aF', 'Vermine', 19, '2025-08-27'], ['70UmnZtSqdGJ1RwxinCFxb', 'Ice', 19, '2022-04-17']]",14-11-2025
0ATaMBIaHwtM6LZpQam5r2,8ruki,40,"[['6qOG3K8WnsiglhcUhZAxdw', 'emic flow', 42, '2025-10-29'], ['1iaH8oHZfFGt8Nz4scYFao', 'ferme la', 41, '2025-10-15'], ['6j68YUSJ0dpZU0qeZ0rFWy', ""C'que j'en pense"", 27, '2025-10-31'], ['4v07LupvD9RJHUAWFCSME2', 'OH LAla!!', 33, '2024-01-19'], ['2bXch6CdyD8v3HvUvIxHPD', 'SWAG', 33, '2024-09-04'], ['3ZmGuiFMTgjyCjJvCUnvRD', 'Ruki Is Like', 32, '2020-07-29'], ['4kC5yuseEZx75mvhJfT0vx', 'Blueface', 31, '2020-03-04'], ['3fwaK4wnpdR8I1I1gykisM', 'AYA NAKAMURA*', 29, '2025-03-14'], ['7d9KhoQrHeWcs9sCDsGWXw', 'LUNE', 24, '2023-02-17'], ['37NErnTUcd19mxiBTsL2ho', 'ANDREW TATE!!', 29, '2024-01-19']]",14-11-2025
0rqQfmTWtmxzlrNmnruQXS,Khali,48,"[['5y8eKF9RimaAcSpT2zPrfE', 'PLM DEATHROW', 51, '2024-11-27'], ['4N3H6Pe1BHEKGMx2U3vIjB', 'BOTTEGA', 48, '2023-12-01'], ['0vZnjcTNSPiVkL6MvBspOL', 'D&G', 46, '2021-05-21'], ['41GRhkduENOVrlyj4BDrrr', 'ME3ZA', 44, '2021-05-21'], ['1BrdO20tLy7X5iFfNFHrKL', 'KHALI IL SAIT', 40, '2024-09-18'], ['0w8CZOw5XVc7TjhvtGTnEw', 'ENTRE PALMER ET PARIS ZOO', 41, '2022-11-25'], ['0w9qwotVazFvEAMJt4tLqs', 'RIEN NE VA ME SUFFIRE', 41, '2023-12-01'], ['7m1ESYwdnXBDkHv7FJrAil', 'FREE', 37, '2024-09-12'], ['4K36HR7Pdoow5cT4QwCr8U', 'LE MONDE EST À TOI', 39, '2022-11-25'], ['0WGbxSGRxJhnJbfOdzDsdO', 'SILENCE', 39, '2023-12-01']]",14-11-2025
63Fv85hJeVbJ83vz7OxvL8,$ouley,17,"[['3ps7lnUr4WTd07svh63L1V', 'SUPER FLY (Criminel)', 18, '2022-09-03'], ['3w8GKAwi3fdBpWcGZHFjQA', 'MURDA DANCE REMIX', 15, '2024-12-27'], ['4wlKByiynxc1Slf4olFcbd', ""Let's Play!"", 13, '2024-01-21'], ['60bW7mBL3wPjjlcnPYcGy6', 'PINBALL', 9, '2025-07-04'], ['0EJEgGMP4zzzgt0PLxko6r', 'eMan', 12, '2022-10-10'], ['0V9MOBbPQN9yH9BVuYVIA2', 'Cosmic Girl', 12, '2022-11-21'], ['4eWwiT7C2tZvJxPDGU4p8B', 'UN OUF', 11, '2025-08-23'], ['1vBzHU7Ny2eB8KsxEo2Ghd', 'REMY ANVERS', 11, '2025-08-23'], ['7D0nKxx3jC1ntFaVzwOLYN', 'YUNA FLOW', 10, '2025-08-23'], ['0j2E4pswmZ8kghSQz5lstc', 'APPLE TEK', 10, '2025-08-23']]",14-11-2025
39dsykDOsgbhSWe39v4XC9,Todd,27,"[['7qyLVvBsLddK6SjOiw5DwE', 'BULLET PROOF', 34, '2024-03-27'], ['2XgAnZLc6r1jWqCkVsd962', 'UN NOIR SUR LA LUNE', 34, '2023-12-08'], ['03ONVN4hvBgekQ8ghA3VzY', 'LES FRERES POULETS', 28, '2023-06-15'], ['79GiSNvTYw8vasJ2hK9zPz', 'LA MARCHE', 27, '2024-10-11'], ['5r3ogDVJXwPb51ENNppk5w', 'BIG LOV', 24, '2024-10-11'], ['0LoW3Cn3fOOj3lG6lIAHhq', 'QUI A TUÉ?', 24, '2024-10-11'], ['3BkoqvEmdPKOeHWOqdC6kY', 'GANK', 24, '2024-05-15'], ['1ZPDcR3tNxfAwV1t3WwU9m', 'RAI', 23, '2025-03-26'], ['5tEB8BHXdV5mXtroj46m5T', 'FINESSE SHOT', 22, '2024-03-27'], ['5hxgdErzqsbYnruo5siwp3', 'DADA!', 22, '2023-04-21']]",14-11-2025
09lSaURGUemeLqYEkvE1Rr,BigDripcGringo,0,"[['1sPHnEwJNUCj41pztH3anU', 'WEST SIDE SONORITY', 0, '2024-07-10'], ['3X8Y24FksBchL1v6QgxytC', 'Big Wave', 0, '2022-06-06'], ['0vkFa5xfx4nKXsboxlCQj6', 'Exoticz', 0, '2022-06-06'], ['2pIwMX3GKSVAVv2DEB8XBp', 'Sunset Drip - Freestyle Version', 0, '2022-03-21'], ['1r0FjHjLkN2kcMYkHCgAYG', 'Honey', 0, '2022-02-23'], ['7sO9PTKF2ANnDt9DWLOY3M', 'Paris/Biarritz', 0, '2022-06-06'], ['4d3ciWSWVpwjZTnzs2aABV', 'Tha Baby Flow - Freestyle Version', 0, '2023-08-30'], ['4Cdh7nKy9wnIoQLT9KRjLT', 'South Drip', 0, '2022-12-19']]",14-11-2025
